visitnumber;visitid;visitstarttime;date;totals;trafficsource;device;geonetwork;customdimensions;fullvisitorid;clientid;channelgrouping;socialengagementtype;pageviews
2;1639880530;2021-12-19 02:22:10;2021-12-19;{'visits': '1', 'hits': '21', 'pageviews': '11', 'timeonsite': '361', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '15'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '320x530', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '320x658', 'devicecategory': 'mobile'};{'cityid': '9112197', 'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};2.8677692287532544e+18;667704555.1638021175;organic search;Not Socially Engaged;11
22;1639879697;2021-12-19 02:08:17;2021-12-19;{'visits': '1', 'hits': '29', 'pageviews': '12', 'timeonsite': '660', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '33'};{'campaign': 'sea_gen_ancien_li_b2c_fr_google_achat_france_reg-auvergne-rh', 'source': 'google', 'medium': 'cpc', 'campaignid': '139848245', 'adgroupid': '6796225925', 'creativeid': '494968350640', 'criteriaid': '358269182367', 'page': '1', 'customerid': '5273892939', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '410x720', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '26', 'value': 'web'};1.4845521060167168e+18;345649222.1638873010;paid search_non-brand;Not Socially Engaged;12
2;1639879352;2021-12-19 02:02:32;2021-12-19;{'visits': '1', 'hits': '3', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'source': 'seloger', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1920x970', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1920x1080', 'devicecategory': 'desktop'};{'cityid': '1006082', 'latitude': '48', 'longitude': '2'};{'index': '31', 'value': 'web'};2.356079804500645e+18;548567577.1639683312;portal sites;Not Socially Engaged;1
2;1639881667;2021-12-19 02:41:07;2021-12-19;{'visits': '1', 'hits': '3', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaign': 'dis-conv_neuf_sln_b2c_criteo_retargeting_x_france_x_x_display_iab_x', 'source': 'criteo', 'medium': 'cpc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1370x660', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '1366x768', 'devicecategory': 'desktop'};{'cityid': '1006410', 'latitude': '45', 'longitude': '4'};{'index': '31', 'value': 'web'};7.981662444503975e+18;1858375604.1639728420;display_conversion;Not Socially Engaged;1
1;1639880221;2021-12-19 02:17:01;2021-12-19;{'visits': '1', 'hits': '7', 'pageviews': '3', 'timeonsite': '12', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '1440x1100', 'operatingsystemversion': 'x86_64', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1440x1100', 'devicecategory': 'desktop'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'prod'};4.721201432642886e+18;1099240368.1639880222;direct;Not Socially Engaged;3
1;1639882574;2021-12-19 02:56:14;2021-12-19;{'visits': '1', 'hits': '33', 'pageviews': '16', 'timeonsite': '230', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '12'};{'campaign': 'sea_brand_neuf_sln_b2c_fr_google_x_france_x_x_textuel', 'source': 'google', 'medium': 'cpc', 'keyword': 'se loger neuf', 'campaignid': '12270568078', 'adgroupid': '117055926603', 'creativeid': '496841751530', 'criteriaid': '1854701588', 'page': '1', 'criteriaparameters': 'se loger neuf', 'customerid': '9896110878', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1260x580', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1280x720', 'devicecategory': 'desktop'};{'cityid': '1011788', 'latitude': '-20', 'longitude': '55'};{'index': '30', 'value': 'prod'};7.706374892169372e+18;1794280226.1639882574;paid search_brand;Not Socially Engaged;16
20;1639880493;2021-12-19 02:21:33;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '1', 'timeonsite': '179', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'source': 'seloger', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1540x850', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1536x960', 'devicecategory': 'desktop'};{'cityid': '9049539', 'latitude': '48', 'longitude': '2'};{'index': '33', 'value': 'prod'};3.174042225639661e+18;739014294.1633132239;portal sites;Not Socially Engaged;1
2;1639882726;2021-12-19 02:58:46;2021-12-19;{'visits': '1', 'hits': '17', 'pageviews': '5', 'timeonsite': '196', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1370x660', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1366x768', 'devicecategory': 'desktop'};{'cityid': '1006199', 'latitude': '43', 'longitude': '2'};{'index': '30', 'value': 'prod'};6.556633845204781e+18;1526585278.1639712660;direct;Not Socially Engaged;5
1;1639882433;2021-12-19 02:53:53;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '2', 'timeonsite': '81', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '10'};{'campaign': 'sea_gen_construire_slc_b2c_fr_google_achat_france_reg-', 'source': 'google', 'medium': 'cpc', 'keyword': 'terrain a vendre 95', 'campaignid': '12798892746', 'adgroupid': '128088820944', 'creativeid': '516124747805', 'criteriaid': '328922986211', 'page': '1', 'criteriaparameters': 'terrain a vendre 95', 'customerid': '3569182529', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '380x640', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x812', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};5.040834243135971e+18;1173660681.1639882434;paid search_non-brand;Not Socially Engaged;2
1;1639879337;2021-12-19 02:02:17;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '2', 'timeonsite': '235', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '12'};{'source': 'seloger', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '91', 'browsersize': '360x520', 'operatingsystemversion': '7', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '360x640', 'devicecategory': 'mobile'};{'cityid': '1006410', 'latitude': '45', 'longitude': '4'};{'index': '33', 'value': 'prod'};5.041262266691786e+18;1173760338.1639879338;portal sites;Not Socially Engaged;2
1;1639879230;2021-12-19 02:00:30;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '2', 'timeonsite': '6', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '320x550', 'operatingsystemversion': '6', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '320x550', 'devicecategory': 'mobile'};{'cityid': '1007850', 'latitude': '53', 'longitude': '-6'};{'index': '30', 'value': 'prod'};2.9945762526788695e+18;697229116.1639879231;direct;Not Socially Engaged;2
1;1639880383;2021-12-19 02:19:43;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '320x550', 'operatingsystemversion': '6', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '320x550', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '31', 'value': 'web'};4.788437139912038e+18;1114894901.1639880384;direct;Not Socially Engaged;1
104;1639880586;2021-12-19 02:23:06;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': 'null', 'timeonsite': 'null', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': '1', 'uniquescreenviews': '1', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaign': '149254143_20211211utm_term', 'source': 'email_ali', 'medium': 'slc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '210', 'operatingsystemversion': '9', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'true', 'language': 'fr-fr', 'screenresolution': '1080x1792', 'devicecategory': 'mobile'};{'cityid': '1006410', 'latitude': '45', 'longitude': '4'};{'index': '22', 'value': '0'};4.219985531521696e+18;3548e620-8ef4-4002-ba40-4222b6d5e3ac;email;Not Socially Engaged;null
6;1639882388;2021-12-19 02:53:08;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaign': 'sea_gen_landlords_sl_b2c_en-fr_google_location_france_x_x_textuel', 'source': 'google', 'medium': 'cpc', 'keyword': 'recherche locataire particulier particulier', 'campaignid': '12667681379', 'adgroupid': '119595298959', 'creativeid': '511833772934', 'criteriaid': '739217743845', 'page': '1', 'criteriaparameters': 'recherche locataire particulier particulier', 'customerid': '4600124152', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1580x790', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '1600x900', 'devicecategory': 'desktop'};{'latitude': '0', 'longitude': '0'};{'index': '22', 'value': '0'};3.367991006041869e+17;78417151.1613693156;paid search_non-brand;Not Socially Engaged;1
71;1639880526;2021-12-19 02:22:06;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '1020x670', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '768x1024', 'devicecategory': 'tablet'};{'cityid': '9049458', 'latitude': '49', 'longitude': '3'};{'index': '31', 'value': 'web'};2.290746681842297e+18;533356024.1637705910;organic search;Not Socially Engaged;1
1;1639879654;2021-12-19 02:07:34;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '66', 'browsersize': '1350x740', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1280x1024', 'devicecategory': 'desktop'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '33', 'value': 'prod'};1.9688947519438572e+18;458419032.1639879652;direct;Not Socially Engaged;1
